age,sport_licence,niveau_etude,revenu_estime_mois,situation_familiale,risque_personnel,date_creation_compte,loyer_mensuel,montant_pret
66.0,oui,master,2728.0,divorcé,0.47,2021-08-29,9000.0,6195.807421026357
22.0,oui,bac,4059.0,divorcé,0.73,2023-07-23,10000.0,500.0
30.0,oui,bac+2,2622.0,veuf,0.82,2023-06-26,1310.94,29814.937290839844
27.0,oui,aucun,1334.0,veuf,0.81,2020-02-07,10000.0,500.0
41.0,oui,master,1208.0,divorcé,0.73,2025-05-29,2490.506,500.0
72.0,oui,master,2284.0,veuf,0.55,2020-04-15,5000.0,16795.397739079275
53.0,non,aucun,3624.0,marié,0.92,2023-02-23,692.55,500.0
39.0,oui,bac+2,1521.0,marié,0.42,2020-11-25,5178.393999999999,500.0
68.0,non,aucun,4864.0,veuf,0.48,2022-04-27,4215.1,500.0
34.0,non,bac+2,3746.0,célibataire,0.98,2021-08-20,10000.0,12271.756592178808
31.0,oui,bac+2,2655.0,divorcé,0.63,2023-01-04,3322.6979999999994,1503.7172445563097
57.0,oui,master,2679.0,veuf,0.39,2023-06-09,10000.0,500.0
27.0,non,doctorat,3583.0,divorcé,0.58,2025-02-17,10000.0,32967.33273056818
53.0,non,bac+2,3517.0,célibataire,0.26,2023-03-07,708.26,500.0
41.0,oui,bac,500.0,divorcé,0.73,2025-05-04,10000.0,5316.8665938929535
26.0,oui,bac+2,2438.0,veuf,0.6,2020-09-19,828.93,500.0
21.0,non,master,2041.0,veuf,0.03,2022-10-22,1377.18,9384.791996166874
24.0,non,bac,500.0,divorcé,0.66,2021-09-05,10000.0,500.0
47.0,non,doctorat,1991.0,marié,0.62,2022-04-19,5000.0,9111.08491769923
44.0,oui,bac+2,656.0,veuf,0.75,2023-06-12,5000.0,6052.2440225128485
54.0,non,master,2528.0,veuf,0.47,2021-02-17,10000.0,11811.257561764836
60.0,non,master,892.0,marié,0.49,2022-07-23,5000.0,500.0
26.0,oui,bac+2,4956.0,divorcé,0.69,2023-01-05,7125.745999999999,6247.348798195641
33.0,oui,doctorat,1441.0,divorcé,0.2,2023-12-02,5000.0,20767.919659685027
56.0,non,master,3608.0,veuf,0.64,2020-05-07,6000.0,500.0
48.0,oui,aucun,3489.0,veuf,0.62,2022-06-03,893.99,500.0
39.0,oui,master,3220.0,veuf,0.15,2024-03-23,5000.0,10100.039113021918
71.0,non,aucun,3034.0,célibataire,0.96,2020-02-07,5000.0,500.0
19.0,non,aucun,2543.0,célibataire,0.55,2023-03-27,5000.0,500.0
30.0,non,bac,1809.0,veuf,0.3,2022-08-29,322.1,500.0
38.0,non,bac,3297.0,célibataire,0.52,2023-09-27,10000.0,500.0
25.0,non,bac,1469.0,veuf,0.67,2022-11-02,1024.09,500.0
34.0,non,master,1436.0,veuf,0.02,2023-01-06,761.14,6072.09389749617
44.0,non,bac+2,957.0,veuf,0.09,2021-05-31,690.91,500.0
36.0,non,doctorat,4364.0,célibataire,0.88,2022-09-24,5229.38,500.0
61.0,non,doctorat,2939.0,divorcé,0.44,2021-03-06,10000.0,23163.758134565534
32.0,oui,bac+2,1523.0,marié,0.31,2020-04-18,10000.0,500.0
18.0,non,bac,1042.0,marié,0.72,2020-05-03,10000.0,5015.683407227143
72.0,non,bac+2,500.0,célibataire,0.28,2023-06-15,4248.55,500.0
34.0,non,aucun,4835.0,célibataire,0.39,2020-07-20,10000.0,6484.315598996117
33.0,oui,bac,500.0,marié,0.29,2024-12-06,5000.0,1523.340236271127
48.0,non,doctorat,641.0,veuf,0.25,2023-02-26,6125.746,9083.64736885388
21.0,non,master,899.0,marié,0.06,2021-01-08,10000.0,14690.944815172586
34.0,oui,doctorat,3612.0,divorcé,0.16,2020-06-04,10000.0,28632.74994532048
29.0,non,bac,2187.0,divorcé,0.6,2022-10-26,1086.27,23239.858853569007
50.0,oui,doctorat,1599.0,divorcé,0.35,2020-12-30,6000.0,500.0
72.0,non,bac,2552.0,veuf,0.55,2020-06-03,3260.2480000000005,500.0
56.0,non,bac,3685.0,marié,0.86,2021-01-26,10000.0,500.0
47.0,non,bac+2,3892.0,marié,0.38,2022-12-14,430.65,500.0
28.0,non,bac+2,3894.0,veuf,0.8,2024-12-26,5000.0,18273.85934788975
60.0,non,aucun,1796.0,divorcé,0.92,2020-08-12,7147.528,500.0
73.0,oui,master,1925.0,divorcé,0.97,2022-08-30,6125.746,18455.13234032478
62.0,non,bac+2,2129.0,célibataire,0.18,2024-09-10,6101.005999999999,500.0
39.0,oui,master,2088.0,marié,0.92,2021-02-06,5000.0,500.0
56.0,non,master,3389.0,veuf,0.74,2021-07-18,5053.674000000001,500.0
41.0,non,doctorat,1535.0,veuf,0.57,2020-10-11,10000.0,11923.460623277217
67.0,oui,aucun,2231.0,veuf,0.93,2020-08-06,899.82,500.0
43.0,non,bac,4181.0,veuf,0.35,2022-06-07,566.63,500.0
26.0,non,doctorat,3302.0,célibataire,0.02,2024-04-03,1173.18,500.0
62.0,oui,master,2943.0,veuf,0.49,2023-02-09,10000.0,27965.9432467882
39.0,non,doctorat,1592.0,veuf,0.18,2023-05-03,5000.0,3059.808321633036
25.0,oui,bac,823.0,célibataire,0.18,2021-07-03,7125.745999999999,8899.756007617267
75.0,non,doctorat,1132.0,célibataire,0.33,2023-12-05,6241.21,12315.732145524287
62.0,oui,bac+2,1152.0,divorcé,0.24,2023-12-27,1225.25,500.0
38.0,non,master,1962.0,célibataire,0.07,2022-09-30,5000.0,22457.588051445546
36.0,oui,bac+2,3385.0,veuf,0.48,2022-02-16,10000.0,18593.133664589353
59.0,non,aucun,3397.0,célibataire,0.95,2022-12-02,8000.0,500.0
19.0,oui,doctorat,2641.0,marié,0.44,2020-01-29,10000.0,4989.175633207037
70.0,oui,bac+2,3393.0,divorcé,0.64,2025-02-25,10000.0,500.0
51.0,oui,bac+2,2347.0,divorcé,0.83,2022-03-30,5000.0,10162.255467232544
75.0,non,aucun,1979.0,marié,0.17,2020-07-25,991.92,500.0
60.0,oui,master,2922.0,marié,0.29,2022-02-24,884.6,32915.55314275857
61.0,oui,aucun,2389.0,célibataire,0.68,2024-03-12,5000.0,500.0
36.0,oui,doctorat,2403.0,célibataire,0.82,2024-07-23,3405.4659999999994,19249.044580092504
44.0,non,bac,869.0,célibataire,0.93,2022-05-22,10000.0,500.0
39.0,non,bac,4228.0,divorcé,0.63,2023-02-05,730.23,27249.21434434106
47.0,oui,doctorat,3288.0,veuf,0.18,2022-09-01,473.86,9993.643493478468
65.0,oui,doctorat,1549.0,marié,0.28,2020-06-11,7125.745999999999,12021.190189928564
72.0,oui,master,3680.0,divorcé,0.8,2021-01-29,689.33,8834.970527596277
62.0,non,master,3958.0,veuf,0.78,2022-08-07,5000.0,500.0
53.0,oui,master,819.0,veuf,0.68,2022-01-23,1045.54,500.0
55.0,non,bac,1426.0,veuf,0.94,2024-03-04,10000.0,15300.48399994565
70.0,oui,aucun,2258.0,célibataire,0.01,2023-02-01,5101.005999999999,500.0
66.0,oui,aucun,2592.0,veuf,0.43,2020-10-16,5000.0,500.0
53.0,non,master,1706.0,marié,0.5,2023-03-10,10000.0,500.0
64.0,non,bac,3893.0,veuf,0.85,2023-10-25,5000.0,500.0
52.0,oui,master,1061.0,marié,0.49,2022-03-26,7125.746000000001,22120.572770436083
63.0,non,doctorat,1972.0,veuf,0.81,2021-09-17,5000.0,13813.401395801417
48.0,oui,bac+2,3718.0,divorcé,0.94,2024-10-07,6115.064,24626.54352145576
31.0,oui,bac+2,3548.0,célibataire,0.5,2024-06-28,7125.745999999999,32236.6807418404
40.0,oui,bac+2,2164.0,célibataire,0.09,2021-04-29,5000.0,3317.3254488158727
32.0,oui,master,500.0,veuf,0.01,2025-01-02,5000.0,500.0
70.0,oui,aucun,3167.0,veuf,0.48,2021-08-11,10000.0,26884.57001613465
66.0,oui,master,4259.0,marié,0.29,2021-04-21,7000.0,24828.752245553707
33.0,oui,aucun,500.0,divorcé,0.3,2024-10-01,5000.0,500.0
64.0,non,bac+2,1954.0,marié,0.67,2021-05-26,10000.0,9678.58014651794
24.0,oui,doctorat,1801.0,marié,0.8,2021-06-13,5000.0,500.0
71.0,non,bac,500.0,marié,0.52,2021-01-06,615.65,500.0
71.0,non,aucun,1803.0,divorcé,0.3,2020-11-20,5275.022,500.0
34.0,non,bac+2,897.0,veuf,0.48,2021-03-02,10000.0,4520.506354956131
35.0,non,doctorat,2723.0,marié,0.65,2023-05-03,5000.0,13786.883105494668
30.0,non,bac+2,821.0,divorcé,0.35,2022-05-02,10000.0,500.0
63.0,non,aucun,2566.0,veuf,0.35,2024-05-19,6101.005999999999,500.0
56.0,oui,bac+2,2087.0,veuf,0.07,2025-05-03,5000.0,13748.903876883582
67.0,non,aucun,4070.0,marié,0.26,2020-08-03,5000.0,500.0
35.0,non,master,2435.0,divorcé,0.95,2023-09-10,5000.0,5912.492581135138
29.0,non,bac+2,3633.0,divorcé,0.16,2022-04-13,1451.62,20521.947068923502
51.0,non,doctorat,1244.0,marié,0.63,2025-05-24,10000.0,7490.366408936411
61.0,oui,bac,1732.0,divorcé,0.41,2023-05-08,713.64,500.0
65.0,non,doctorat,1944.0,veuf,0.1,2021-06-18,192.05,18940.776642939378
26.0,oui,doctorat,5690.0,veuf,0.85,2021-09-07,7125.745999999999,3616.424194140886
58.0,oui,bac,2998.0,veuf,0.98,2025-01-05,439.52,5034.741909907433
71.0,non,bac+2,1845.0,marié,0.59,2022-08-21,10000.0,500.0
30.0,non,master,1786.0,veuf,0.16,2023-09-01,5000.0,500.0
51.0,non,bac+2,1739.0,célibataire,0.98,2025-03-26,497.62,500.0
63.0,non,bac,2685.0,veuf,0.87,2022-09-23,5289.706,500.0
36.0,oui,master,1669.0,célibataire,0.35,2021-05-16,6176.338,500.0
49.0,non,master,3643.0,divorcé,0.1,2024-08-10,5000.0,500.0
57.0,oui,doctorat,2740.0,marié,0.88,2023-12-04,989.26,500.0
74.0,oui,bac,2031.0,veuf,0.21,2020-06-22,642.2,11972.120859984405
36.0,non,doctorat,1272.0,veuf,0.36,2022-10-16,813.6,1227.5865534500588
70.0,non,master,1663.0,marié,0.85,2021-06-05,149.76,500.0
59.0,oui,doctorat,2624.0,veuf,0.11,2021-11-03,891.78,23221.399167472908
71.0,oui,master,2408.0,veuf,0.9,2021-11-28,10000.0,2205.920199980802
25.0,oui,aucun,3476.0,divorcé,0.45,2023-08-10,1589.612,500.0
45.0,oui,doctorat,1862.0,veuf,0.14,2021-02-07,5000.0,14755.631019603068
41.0,non,doctorat,894.0,marié,0.72,2020-03-07,586.23,500.0
38.0,non,doctorat,4234.0,veuf,0.15,2021-02-26,943.87,32022.80586013726
31.0,non,bac,2151.0,marié,0.72,2021-03-16,512.31,500.0
74.0,non,bac+2,2307.0,veuf,0.64,2023-11-26,5000.0,28797.33435640461
49.0,non,bac+2,5697.0,divorcé,0.27,2024-03-26,1040.44,7670.734721034788
58.0,oui,bac+2,500.0,veuf,0.06,2024-04-08,10000.0,500.0
20.0,non,bac,3706.0,divorcé,0.68,2021-10-28,705.01,3004.23131137457
37.0,non,master,1876.0,veuf,0.39,2023-04-14,617.33,500.0
48.0,non,master,500.0,veuf,0.68,2020-02-21,718.43,500.0
58.0,non,master,3507.0,veuf,0.97,2025-03-05,10000.0,500.0
43.0,non,aucun,1519.0,veuf,0.32,2024-02-26,10000.0,500.0
22.0,oui,bac+2,3232.0,veuf,0.71,2020-11-14,5000.0,500.0
64.0,oui,bac,2168.0,divorcé,0.34,2022-02-17,10000.0,4384.468242359337
28.0,oui,bac,1940.0,célibataire,0.91,2022-09-15,895.6,500.0
66.0,non,doctorat,1811.0,marié,0.1,2021-01-11,10000.0,1455.6071017893228
23.0,oui,bac,3868.0,célibataire,0.44,2020-07-17,5356.8,10065.469200409074
60.0,non,aucun,2294.0,célibataire,0.67,2024-10-01,911.96,500.0
46.0,non,master,4762.0,divorcé,0.2,2024-09-14,933.72,1367.3401133114949
62.0,non,bac,3115.0,divorcé,0.51,2021-05-02,5152.426,500.0
20.0,oui,master,4195.0,marié,0.9,2023-12-14,5356.8,500.0
56.0,oui,bac,2280.0,célibataire,0.03,2024-01-07,10000.0,500.0
49.0,non,bac+2,823.0,marié,0.21,2022-11-16,10000.0,500.0
40.0,oui,bac,2838.0,marié,0.62,2022-02-17,10000.0,6464.461322296894
24.0,non,aucun,1633.0,marié,0.48,2021-03-02,10000.0,500.0
46.0,oui,doctorat,2897.0,veuf,0.52,2022-08-18,10000.0,28938.94641199485
39.0,oui,bac+2,3255.0,divorcé,0.25,2021-05-12,10000.0,33480.26152348707
43.0,oui,aucun,892.0,célibataire,0.74,2023-01-26,4282.752,500.0
44.0,oui,bac,2608.0,veuf,0.53,2021-05-02,10000.0,17932.144338191676
33.0,non,aucun,500.0,divorcé,0.63,2021-11-15,5279.99,500.0
68.0,oui,bac+2,1896.0,divorcé,0.87,2021-11-15,3326.78,500.0
26.0,non,bac+2,1350.0,veuf,0.15,2024-03-27,5000.0,500.0
60.0,non,master,4710.0,veuf,0.65,2021-06-05,821.88,19274.646585485003
33.0,oui,bac+2,3698.0,divorcé,0.51,2024-10-25,800.64,27889.801721979256
33.0,oui,bac+2,2798.0,veuf,0.18,2020-05-11,1003.98,15495.233143189393
51.0,non,master,3125.0,veuf,0.59,2020-09-08,5000.0,7835.7390824475215
72.0,oui,bac+2,3817.0,veuf,0.53,2023-09-03,10000.0,21947.05016141903
47.0,non,bac+2,2035.0,veuf,0.56,2021-07-31,5000.0,500.0
71.0,non,aucun,1970.0,célibataire,0.03,2023-01-08,280.5,500.0
37.0,non,master,2564.0,veuf,0.47,2025-04-09,10000.0,500.0
49.0,non,aucun,3606.0,divorcé,0.02,2020-12-04,5165.505999999999,500.0
29.0,non,bac+2,778.0,veuf,0.26,2020-10-27,837.7,500.0
21.0,oui,doctorat,2921.0,célibataire,0.75,2021-11-18,5000.0,29633.40365432219
42.0,non,master,846.0,veuf,0.31,2022-04-01,5000.0,7445.104025348265
60.0,oui,master,3764.0,divorcé,0.6,2021-05-03,5000.0,13743.251540246923
49.0,non,master,1573.0,veuf,0.88,2021-05-31,6165.505999999999,500.0
49.0,non,aucun,2067.0,marié,0.49,2023-06-16,5000.0,500.0
38.0,non,master,2296.0,divorcé,0.83,2023-11-28,5000.0,11728.33231666558
27.0,non,bac,2495.0,célibataire,0.52,2023-10-09,7231.054000000001,500.0
54.0,non,bac,2402.0,marié,0.6,2024-05-20,1054.28,500.0
44.0,non,doctorat,619.0,célibataire,0.41,2025-01-04,10000.0,8881.94832590134
24.0,oui,master,3048.0,marié,0.66,2023-09-18,10000.0,500.0
74.0,oui,bac,3294.0,célibataire,0.82,2021-03-09,3202.79,500.0
37.0,non,bac,3001.0,veuf,0.2,2021-12-25,366.34,21032.75138714783
30.0,oui,bac,916.0,veuf,0.09,2022-11-15,5000.0,500.0
74.0,non,master,3321.0,divorcé,0.96,2021-07-29,5000.0,6531.549995136174
22.0,oui,doctorat,3843.0,marié,0.01,2022-05-25,10000.0,26761.175676507217
74.0,non,doctorat,1222.0,veuf,0.13,2022-10-12,2338.988,500.0
29.0,non,master,2064.0,veuf,0.14,2024-09-08,10000.0,5421.201026192539
36.0,oui,master,1003.0,marié,0.45,2025-01-21,672.8,13754.324501760526
61.0,non,master,2178.0,divorcé,0.81,2020-10-05,10000.0,28700.048337846136
72.0,oui,bac,500.0,célibataire,0.82,2020-07-21,627.1,500.0
65.0,oui,aucun,3929.0,marié,0.07,2020-04-28,6166.318,500.0
22.0,non,bac,801.0,marié,0.26,2024-05-18,841.41,500.0
64.0,non,bac+2,2663.0,veuf,0.33,2022-01-15,528.2,500.0
47.0,non,aucun,500.0,veuf,0.72,2024-10-18,5000.0,500.0
29.0,oui,bac,3880.0,divorcé,0.15,2024-12-20,1110.99,9752.423297126654
51.0,oui,master,2096.0,marié,0.57,2023-09-01,10000.0,500.0
21.0,oui,bac,1902.0,divorcé,0.41,2020-04-15,7125.745999999999,1302.1674572219597
63.0,oui,bac+2,1370.0,veuf,0.19,2024-03-19,668.21,500.0
30.0,non,master,2150.0,divorcé,0.23,2023-05-02,537.85,19532.477207026568
60.0,non,master,2516.0,célibataire,0.7,2024-02-25,10000.0,15225.028297684632
56.0,non,doctorat,500.0,veuf,0.02,2025-01-05,5000.0,500.0
40.0,non,doctorat,2736.0,veuf,0.48,2024-06-24,10000.0,6830.979627321227
65.0,oui,master,2486.0,marié,0.24,2020-11-25,1158.3,500.0
24.0,non,bac+2,1169.0,divorcé,0.24,2023-08-23,10000.0,500.0
71.0,non,master,2972.0,veuf,0.23,2023-08-29,10000.0,20023.02148868611
32.0,oui,bac+2,4641.0,veuf,0.12,2020-08-14,5000.0,11725.634435967087
29.0,oui,bac,2583.0,divorcé,0.88,2021-07-24,5000.0,500.0
37.0,non,bac,500.0,veuf,0.63,2024-03-03,2685.918,685.615805836328
29.0,oui,doctorat,3363.0,veuf,0.09,2022-06-07,4432.456,18241.82410718936
32.0,non,bac+2,2237.0,divorcé,0.53,2023-09-18,5000.0,500.0
62.0,non,aucun,3555.0,divorcé,0.58,2023-11-13,7125.746000000001,28602.213598598824
51.0,oui,bac+2,1300.0,veuf,0.9,2023-11-30,7125.746000000001,743.5549959593359
31.0,oui,bac,4101.0,veuf,0.12,2020-02-23,10000.0,28225.122151950512
53.0,non,aucun,677.0,marié,0.64,2020-04-19,4318.210000000001,500.0
69.0,oui,aucun,960.0,célibataire,0.8,2022-01-09,5277.773999999999,500.0
29.0,non,aucun,1822.0,veuf,0.33,2021-11-14,5000.0,500.0
54.0,oui,aucun,3766.0,veuf,0.19,2023-01-07,339.65,500.0
58.0,non,bac+2,2564.0,veuf,0.11,2025-01-13,10000.0,19920.19056127024
54.0,non,bac,2461.0,veuf,0.68,2023-02-20,10000.0,3256.969777980604
37.0,oui,aucun,3359.0,veuf,0.81,2024-10-03,3374.4440000000004,500.0
48.0,non,aucun,1151.0,veuf,0.15,2022-05-03,5000.0,500.0
72.0,non,bac,2827.0,célibataire,0.37,2023-08-21,9000.0,9593.791618959578
51.0,non,bac+2,2125.0,divorcé,0.39,2021-07-17,10000.0,7909.537751233449
53.0,non,doctorat,824.0,divorcé,0.19,2025-06-04,5000.0,1343.5397259550882
32.0,oui,aucun,3899.0,veuf,0.87,2023-02-26,5000.0,5347.04976559456
38.0,oui,master,1970.0,divorcé,0.24,2020-05-17,915.57,12943.575652546377
42.0,oui,doctorat,1224.0,célibataire,0.74,2021-09-16,5000.0,19823.85117179108
18.0,non,master,3163.0,veuf,0.3,2021-07-12,4356.8,500.0
53.0,non,bac+2,500.0,veuf,0.25,2020-09-12,5000.0,500.0
57.0,non,doctorat,3124.0,divorcé,0.73,2020-12-22,10000.0,33235.714902235435
19.0,non,bac,2080.0,veuf,0.17,2023-12-06,1192.6,500.0
42.0,non,bac+2,3377.0,marié,0.34,2021-05-12,5000.0,12770.70187987893
41.0,non,aucun,2850.0,veuf,0.32,2021-09-25,3205.858,500.0
42.0,oui,master,3381.0,veuf,0.04,2021-04-23,5000.0,500.0
19.0,oui,bac,2540.0,divorcé,0.07,2021-06-14,1204.16,500.0
50.0,non,bac,3291.0,veuf,0.45,2024-08-04,624.64,12523.600199122371
51.0,non,bac+2,1869.0,marié,0.35,2022-11-29,5000.0,500.0
58.0,oui,doctorat,2275.0,veuf,0.93,2022-07-26,10000.0,2651.0228576213885
49.0,non,bac+2,2496.0,célibataire,0.58,2021-03-17,5165.505999999999,500.0
72.0,oui,bac+2,2230.0,célibataire,0.75,2024-07-14,10000.0,20118.279214775204
71.0,non,aucun,1851.0,célibataire,0.08,2021-03-31,803.64,500.0
45.0,non,aucun,3553.0,veuf,0.29,2020-06-26,5000.0,27225.46802943959
72.0,non,bac+2,1989.0,divorcé,0.48,2020-06-10,5000.0,500.0
34.0,non,master,2938.0,marié,0.34,2023-03-10,826.63,10884.459179346137
38.0,oui,master,500.0,célibataire,0.68,2021-03-08,5000.0,16458.984038847993
18.0,oui,aucun,2476.0,célibataire,0.53,2021-03-26,10000.0,500.0
53.0,non,bac,637.0,célibataire,0.36,2022-08-18,5000.0,500.0
70.0,non,master,2060.0,veuf,0.62,2021-01-05,10000.0,18110.72722186429
20.0,non,master,1880.0,veuf,0.71,2023-05-25,5268.7519999999995,11830.896693487846
55.0,non,aucun,2215.0,célibataire,0.73,2023-07-16,969.81,500.0
35.0,non,bac+2,2556.0,veuf,0.3,2021-07-28,10000.0,8536.268770896679
18.0,oui,aucun,2020.0,veuf,0.05,2024-03-27,10000.0,5504.296436222298
29.0,non,master,2283.0,veuf,0.06,2021-01-22,10000.0,500.0
72.0,oui,bac,2108.0,veuf,0.3,2024-12-01,5000.0,500.0
51.0,non,bac+2,3046.0,veuf,0.27,2021-03-30,551.04,20002.965575235496
58.0,oui,bac+2,4336.0,veuf,0.42,2023-03-23,10000.0,10198.151528004015
20.0,oui,aucun,3074.0,divorcé,0.33,2021-12-10,5000.0,7321.845987959571
50.0,oui,bac+2,2426.0,marié,0.11,2020-12-07,5000.0,500.0
61.0,oui,aucun,1714.0,veuf,0.33,2022-04-22,5000.0,500.0
23.0,non,bac,2766.0,célibataire,0.28,2022-05-31,5356.8,500.0
58.0,oui,aucun,500.0,marié,0.56,2021-10-13,5000.0,500.0
75.0,non,aucun,1580.0,veuf,0.35,2020-04-17,4278.611999999999,500.0
59.0,non,aucun,2288.0,célibataire,0.82,2024-08-02,1055.06,9369.827030188248
39.0,oui,master,3354.0,divorcé,0.93,2021-08-06,5000.0,19499.356778189875
42.0,non,doctorat,2081.0,veuf,0.44,2023-04-16,731.52,11409.384875136971
59.0,non,bac+2,1313.0,célibataire,0.27,2021-05-11,5000.0,500.0
71.0,non,master,1812.0,veuf,0.95,2022-12-10,1018.86,4528.047164231355
36.0,non,aucun,2114.0,célibataire,0.23,2022-04-16,5000.0,1249.790933969471
74.0,non,master,2198.0,veuf,0.57,2020-04-18,1007.86,13220.440661457293
56.0,oui,master,2787.0,marié,0.72,2021-11-02,944.32,500.0
62.0,non,bac,2548.0,marié,0.08,2021-01-26,10000.0,500.0
68.0,non,master,2237.0,veuf,0.88,2021-06-05,1011.12,6987.778818170902
73.0,oui,master,658.0,marié,0.86,2025-03-15,10000.0,500.0
47.0,non,doctorat,1898.0,marié,0.38,2021-04-05,6125.746,23196.37990020399
22.0,non,master,4642.0,divorcé,0.83,2023-07-23,6283.502,8177.355230042017
30.0,oui,doctorat,3275.0,divorcé,0.28,2023-08-24,5000.0,30554.38314847827
33.0,non,aucun,4535.0,veuf,0.49,2020-10-07,3506.6339999999996,14206.77024563424
67.0,oui,bac+2,2049.0,veuf,0.86,2024-02-03,10000.0,500.0
31.0,oui,bac,2100.0,marié,0.61,2021-02-24,5332.502,20661.25151659332
57.0,non,doctorat,2041.0,veuf,0.62,2022-03-26,10000.0,500.0
42.0,oui,aucun,500.0,veuf,0.85,2020-01-22,10000.0,500.0
68.0,oui,doctorat,4393.0,veuf,0.29,2022-04-18,5000.0,29263.17023286252
52.0,non,doctorat,1402.0,célibataire,0.05,2023-07-17,988.08,9366.040002502436
57.0,non,doctorat,513.0,marié,0.69,2020-12-21,877.58,500.0
64.0,non,master,2311.0,veuf,0.37,2020-03-06,8000.0,1432.20236107023
23.0,non,bac+2,1257.0,veuf,0.66,2024-04-02,10000.0,500.0
54.0,oui,master,3419.0,veuf,0.92,2020-12-25,5000.0,500.0
64.0,oui,aucun,2855.0,divorcé,0.85,2025-05-31,7200.562,7119.433914245339
56.0,non,doctorat,2041.0,veuf,0.59,2022-08-18,10000.0,500.0
69.0,non,doctorat,1890.0,célibataire,0.57,2024-11-30,10000.0,8582.09159025249
48.0,oui,bac,5090.0,célibataire,0.97,2024-02-26,5000.0,27182.68395978345
40.0,non,aucun,2343.0,veuf,0.75,2025-02-26,884.36,500.0
51.0,non,master,2682.0,divorcé,0.24,2024-08-31,5000.0,500.0
52.0,oui,master,2649.0,veuf,0.01,2022-04-13,10000.0,29002.744434184988
53.0,oui,bac+2,2965.0,veuf,0.23,2022-09-30,1025.09,2166.631247397902
35.0,non,bac+2,1775.0,célibataire,0.3,2022-11-23,4585.084000000001,500.0
66.0,oui,bac,2368.0,célibataire,0.08,2025-05-21,941.3,9781.634143490142
52.0,oui,doctorat,2380.0,veuf,0.06,2021-03-13,503.45,17462.143015487123
62.0,oui,bac+2,3684.0,marié,0.45,2023-05-05,1136.8,500.0
37.0,oui,aucun,1192.0,célibataire,0.09,2025-05-05,10000.0,5763.180434924196
39.0,non,doctorat,3042.0,divorcé,0.8,2021-04-01,10000.0,15103.433528697517
59.0,non,aucun,4285.0,divorcé,0.93,2023-07-11,5000.0,500.0
29.0,oui,aucun,3971.0,célibataire,0.68,2025-04-19,1085.24,500.0
27.0,non,aucun,3446.0,divorcé,0.65,2024-07-06,813.49,10995.000520318212
26.0,oui,master,2513.0,veuf,0.3,2025-03-17,5000.0,31407.572988740263
28.0,oui,doctorat,2101.0,divorcé,0.27,2024-02-10,1033.78,13438.78310475527
55.0,oui,master,617.0,veuf,0.46,2021-04-14,4330.094,500.0
29.0,non,bac+2,2032.0,divorcé,0.1,2022-05-09,5187.012000000001,7737.499955731215
58.0,oui,master,1852.0,divorcé,0.2,2020-09-27,10000.0,500.0
44.0,oui,doctorat,1424.0,veuf,0.27,2023-04-08,5000.0,5556.312600473804
45.0,oui,bac+2,1445.0,veuf,0.93,2023-12-01,6125.746,14308.004125403451
52.0,non,bac+2,2752.0,veuf,0.9,2021-09-01,167.62,500.0
56.0,non,aucun,2426.0,célibataire,0.89,2021-02-19,5158.34,500.0
71.0,non,doctorat,4806.0,célibataire,0.22,2022-04-10,10000.0,7582.509861324338
30.0,non,aucun,2420.0,marié,0.48,2024-12-01,10000.0,500.0
48.0,non,doctorat,571.0,célibataire,0.86,2020-05-28,5000.0,11408.023243903188
57.0,oui,doctorat,2912.0,célibataire,0.32,2022-06-24,5290.016,20780.48620323101
64.0,oui,aucun,1594.0,divorcé,0.94,2023-01-07,10000.0,500.0
75.0,non,bac+2,1515.0,marié,0.39,2025-01-20,5000.0,500.0
49.0,oui,bac,3790.0,veuf,0.23,2022-05-09,5000.0,28702.62188762088
70.0,non,bac+2,1604.0,divorcé,0.01,2024-05-16,693.63,500.0
49.0,oui,bac+2,3242.0,veuf,0.34,2021-11-13,10000.0,21605.07839896233
54.0,oui,doctorat,1800.0,célibataire,0.24,2020-10-03,10000.0,11799.602959003352
64.0,oui,bac+2,1581.0,célibataire,0.65,2024-10-10,398.98,14106.917610689245
65.0,oui,master,1638.0,veuf,0.6,2024-04-11,10000.0,5295.022345432522
36.0,non,doctorat,2426.0,divorcé,0.76,2021-06-14,3405.4659999999994,17447.598094092704
60.0,oui,aucun,2333.0,veuf,0.17,2020-12-16,10000.0,500.0
22.0,non,bac,2976.0,veuf,0.56,2024-07-21,917.24,500.0
62.0,non,master,3080.0,marié,0.97,2022-01-14,7237.502,14607.17392212406
28.0,oui,aucun,1301.0,divorcé,0.84,2021-05-01,10000.0,500.0
35.0,oui,master,2010.0,marié,0.79,2024-06-28,5187.012000000001,14815.163867904505
42.0,oui,aucun,2451.0,célibataire,0.7,2020-05-29,5000.0,500.0
73.0,oui,bac+2,2489.0,marié,0.87,2025-05-26,3332.666,500.0
59.0,oui,doctorat,4515.0,marié,0.12,2024-04-15,8000.0,3937.595089941852
37.0,oui,bac,4317.0,veuf,0.33,2025-05-04,10000.0,20653.204536972265
63.0,non,bac,2223.0,veuf,0.05,2024-05-08,5364.0380000000005,698.0021046306139
69.0,oui,bac+2,1527.0,veuf,0.68,2022-05-10,900.04,13521.379486778746
49.0,oui,bac,1028.0,divorcé,0.64,2021-09-23,6165.505999999999,500.0
