age,sport_licence,niveau_etude,nb_enfants,quotient_caf,revenu_estime_mois,situation_familiale,risque_personnel,date_creation_compte,loyer_mensuel,montant_pret
72.0,oui,bac+2,0.0,199.5,3017.0,veuf,0.71,2023-07-06,5000.0,500.0
28.0,oui,doctorat,5.0,250.7,2777.0,marié,0.08,2024-07-03,4760.556,500.0
54.0,oui,doctorat,0.0,167.7,1034.0,divorcé,0.99,2025-05-07,7241.210000000001,1887.0557013554196
31.0,non,bac,2.0,318.7,3677.0,célibataire,0.35,2022-10-04,7108.428,18508.072744337143
57.0,non,bac+2,3.0,267.6,2725.0,veuf,0.72,2025-05-22,10000.0,500.0
38.0,oui,master,3.0,85.5,500.0,veuf,0.9,2020-01-07,5000.0,500.0
19.0,non,doctorat,1.0,214.8,2710.0,divorcé,0.6,2021-01-15,456.25,17202.968777774448
54.0,non,aucun,4.0,276.1,500.0,veuf,0.28,2021-12-20,5000.0,10529.209107225804
73.0,oui,master,2.0,237.0,2957.0,célibataire,0.31,2020-02-11,93.5,28031.7014101457
51.0,oui,bac+2,0.0,323.7,3011.0,célibataire,0.78,2022-04-12,10000.0,500.0
62.0,oui,aucun,0.0,310.2,1386.0,veuf,0.47,2021-04-29,7133.642,500.0
68.0,non,master,2.0,76.6,732.0,célibataire,0.56,2023-09-17,8000.0,7415.928233616646
71.0,oui,doctorat,1.0,115.0,2650.0,veuf,0.54,2021-08-18,351.97,8812.344456114333
63.0,oui,bac,2.0,323.3,2849.0,veuf,0.06,2024-08-18,8200.562,16896.71714239694
22.0,oui,bac+2,1.0,243.0,2789.0,marié,0.33,2022-01-10,5475.872,500.0
75.0,oui,bac+2,3.0,375.5,2107.0,célibataire,0.09,2020-07-12,10000.0,500.0
35.0,oui,doctorat,1.0,282.4,2139.0,divorcé,0.95,2021-04-02,7000.0,13514.499252188314
56.0,oui,master,0.0,192.1,1215.0,marié,0.74,2021-06-15,5000.0,500.0
34.0,non,bac+2,3.0,168.7,2901.0,veuf,0.33,2025-02-15,3359.656,500.0
65.0,non,bac,0.0,372.0,3877.0,veuf,0.29,2025-05-27,5446.996,500.0
49.0,non,master,0.0,118.0,3393.0,célibataire,0.3,2024-05-05,3363.62,500.0
47.0,non,aucun,1.0,415.7,2013.0,marié,0.32,2023-10-23,10000.0,500.0
61.0,non,aucun,3.0,104.3,2669.0,divorcé,0.64,2021-09-20,5196.952,19227.75847089817
75.0,oui,master,1.0,111.7,3998.0,veuf,0.45,2023-08-11,5000.0,18094.12546371585
35.0,oui,aucun,-1.0,358.7,2235.0,marié,0.45,2023-02-21,5000.0,500.0
45.0,oui,doctorat,4.0,357.0,1786.0,veuf,0.15,2021-06-28,6296.946,18657.275774742106
44.0,oui,aucun,1.0,91.3,833.0,célibataire,0.5,2021-07-10,10000.0,500.0
72.0,non,bac+2,3.0,338.8,3407.0,veuf,0.27,2024-09-27,5000.0,3804.9173492159534
43.0,non,master,0.0,192.9,1799.0,divorcé,0.62,2023-10-17,3401.9020000000005,500.0
67.0,non,bac,3.0,327.7,4414.0,veuf,0.81,2021-10-14,10000.0,17699.173265350273
43.0,non,bac,1.0,157.9,2756.0,divorcé,0.04,2021-08-23,1266.12,500.0
38.0,oui,bac+2,1.0,302.5,1816.0,veuf,0.51,2022-12-24,7125.746000000001,4761.08351981037
27.0,oui,master,2.0,62.3,1249.0,veuf,0.7,2022-03-07,5000.0,4818.502890286607
42.0,oui,aucun,1.0,335.0,4990.0,divorcé,0.86,2023-04-16,5356.8,500.0
19.0,oui,bac,2.0,258.2,1828.0,divorcé,0.53,2021-02-17,10000.0,500.0
67.0,non,doctorat,0.0,268.0,1433.0,marié,0.09,2023-11-16,999.11,7231.81620233486
62.0,non,master,5.0,164.6,1946.0,veuf,0.31,2020-08-08,4349.762000000001,29153.804464817644
44.0,oui,master,2.0,385.3,1424.0,marié,0.21,2021-01-20,10000.0,500.0
26.0,non,master,2.0,152.8,3624.0,veuf,0.51,2023-09-12,10000.0,500.0
29.0,non,doctorat,2.0,172.1,2856.0,veuf,0.53,2025-02-23,7000.0,500.0
59.0,oui,aucun,2.0,77.1,3368.0,veuf,0.2,2023-11-03,1351.36,500.0
33.0,oui,doctorat,0.0,181.3,2496.0,marié,0.3,2022-02-03,7184.960000000001,7138.762735234996
74.0,non,master,1.0,294.8,2643.0,veuf,0.46,2023-09-30,5327.928,4453.426615750728
49.0,non,bac+2,1.0,232.3,1825.0,veuf,0.31,2024-02-10,5319.05,500.0
40.0,non,master,2.0,134.5,3559.0,célibataire,0.24,2022-05-05,8000.0,20429.693991350305
23.0,oui,aucun,2.0,179.8,2859.0,veuf,0.85,2025-05-07,4533.074,17138.980737599995
20.0,non,doctorat,1.0,295.0,1017.0,divorcé,0.19,2024-03-08,10000.0,500.0
72.0,non,bac+2,1.0,152.4,3125.0,veuf,0.7,2021-11-06,5000.0,500.0
68.0,non,bac+2,2.0,199.1,3836.0,divorcé,0.49,2021-07-24,5000.0,11058.723476136376
41.0,oui,doctorat,3.0,188.4,4746.0,célibataire,0.4,2022-07-05,5000.0,5881.790842163617
39.0,oui,bac,5.0,346.8,3298.0,veuf,0.04,2022-01-18,793.3,28626.39798787251
67.0,oui,doctorat,4.0,257.6,3249.0,célibataire,0.3,2022-08-20,5273.683999999999,18241.878144711696
33.0,oui,bac+2,3.0,275.6,3314.0,veuf,0.57,2023-09-11,739.01,6190.113683028287
66.0,oui,master,4.0,275.8,2728.0,divorcé,0.47,2021-08-29,7188.7,6195.807421026357
22.0,oui,bac,1.0,99.2,4059.0,divorcé,0.73,2023-07-23,10000.0,500.0
30.0,oui,bac+2,6.0,293.8,2622.0,veuf,0.82,2023-06-26,1310.94,29814.937290839844
27.0,oui,aucun,0.0,227.5,1334.0,veuf,0.81,2020-02-07,10000.0,500.0
41.0,oui,master,4.0,287.2,1208.0,divorcé,0.73,2025-05-29,3620.9080000000004,500.0
72.0,oui,master,4.0,100.0,2284.0,veuf,0.55,2020-04-15,5000.0,16795.397739079275
53.0,non,aucun,1.0,167.7,3624.0,marié,0.92,2023-02-23,692.55,500.0
39.0,oui,bac+2,1.0,190.0,1521.0,marié,0.42,2020-11-25,6184.432,500.0
68.0,non,aucun,1.0,272.9,4864.0,veuf,0.48,2022-04-27,4189.548,500.0
34.0,non,bac+2,0.0,270.1,3746.0,célibataire,0.98,2021-08-20,10000.0,12271.756592178808
31.0,oui,bac+2,0.0,322.5,2655.0,divorcé,0.63,2023-01-04,5264.974,1503.7172445563097
57.0,oui,master,1.0,320.7,2679.0,veuf,0.39,2023-06-09,10000.0,500.0
27.0,non,doctorat,2.0,233.5,3583.0,divorcé,0.58,2025-02-17,10000.0,32967.33273056818
53.0,non,bac+2,2.0,301.8,3517.0,célibataire,0.26,2023-03-07,708.26,500.0
41.0,oui,bac,0.0,305.6,500.0,divorcé,0.73,2025-05-04,10000.0,5316.8665938929535
26.0,oui,bac+2,2.0,342.0,2438.0,veuf,0.6,2020-09-19,828.93,500.0
21.0,non,master,0.0,436.1,2041.0,veuf,0.03,2022-10-22,1377.18,9384.791996166874
24.0,non,bac,1.0,273.7,500.0,divorcé,0.66,2021-09-05,10000.0,500.0
47.0,non,doctorat,1.0,194.7,1991.0,marié,0.62,2022-04-19,5000.0,9111.08491769923
44.0,oui,bac+2,4.0,146.7,656.0,veuf,0.75,2023-06-12,5000.0,6052.2440225128485
54.0,non,master,2.0,318.0,2528.0,veuf,0.47,2021-02-17,10000.0,11811.257561764836
60.0,non,master,0.0,289.3,892.0,marié,0.49,2022-07-23,5000.0,500.0
26.0,oui,bac+2,3.0,283.1,4956.0,divorcé,0.69,2023-01-05,7024.0419999999995,6247.348798195641
33.0,oui,doctorat,1.0,151.1,1441.0,divorcé,0.2,2023-12-02,5000.0,20767.919659685027
56.0,non,master,1.0,271.6,3608.0,veuf,0.64,2020-05-07,5165.505999999999,500.0
48.0,oui,aucun,1.0,276.2,3489.0,veuf,0.62,2022-06-03,893.99,500.0
39.0,oui,master,3.0,284.6,3220.0,veuf,0.15,2024-03-23,5000.0,10100.039113021918
71.0,non,aucun,1.0,224.8,3034.0,célibataire,0.96,2020-02-07,5000.0,500.0
19.0,non,aucun,3.0,352.2,2543.0,célibataire,0.55,2023-03-27,5000.0,500.0
30.0,non,bac,1.0,214.1,1809.0,veuf,0.3,2022-08-29,322.1,500.0
38.0,non,bac,2.0,316.6,3297.0,célibataire,0.52,2023-09-27,10000.0,500.0
25.0,non,bac,1.0,108.5,1469.0,veuf,0.67,2022-11-02,1024.09,500.0
34.0,non,master,1.0,341.0,1436.0,veuf,0.02,2023-01-06,761.14,6072.09389749617
44.0,non,bac+2,0.0,192.2,957.0,veuf,0.09,2021-05-31,690.91,500.0
36.0,non,doctorat,0.0,195.6,4364.0,célibataire,0.88,2022-09-24,2376.044,500.0
61.0,non,doctorat,2.0,262.8,2939.0,divorcé,0.44,2021-03-06,10000.0,23163.758134565534
32.0,oui,bac+2,3.0,286.9,1523.0,marié,0.31,2020-04-18,10000.0,500.0
18.0,non,bac,4.0,281.5,1042.0,marié,0.72,2020-05-03,10000.0,5015.683407227143
72.0,non,bac+2,1.0,258.8,500.0,célibataire,0.28,2023-06-15,7032.364,500.0
34.0,non,aucun,1.0,137.9,4835.0,célibataire,0.39,2020-07-20,10000.0,6484.315598996117
33.0,oui,bac,1.0,258.3,500.0,marié,0.29,2024-12-06,5000.0,1523.340236271127
48.0,non,doctorat,5.0,354.6,641.0,veuf,0.25,2023-02-26,6125.746,9083.64736885388
21.0,non,master,2.0,365.1,899.0,marié,0.06,2021-01-08,10000.0,14690.944815172586
34.0,oui,doctorat,1.0,504.0,3612.0,divorcé,0.16,2020-06-04,10000.0,28632.74994532048
29.0,non,bac,2.0,243.9,2187.0,divorcé,0.6,2022-10-26,1086.27,23239.858853569007
50.0,oui,doctorat,1.0,268.2,1599.0,divorcé,0.35,2020-12-30,3435.3900000000003,500.0
72.0,non,bac,0.0,187.8,2552.0,veuf,0.55,2020-06-03,4244.9580000000005,500.0
56.0,non,bac,1.0,143.1,3685.0,marié,0.86,2021-01-26,10000.0,500.0
47.0,non,bac+2,2.0,216.6,3892.0,marié,0.38,2022-12-14,430.65,500.0
28.0,non,bac+2,1.0,340.5,3894.0,veuf,0.8,2024-12-26,5000.0,18273.85934788975
60.0,non,aucun,1.0,208.0,1796.0,divorcé,0.92,2020-08-12,3376.3880000000004,500.0
73.0,oui,master,1.0,303.9,1925.0,divorcé,0.97,2022-08-30,6125.746,18455.13234032478
62.0,non,bac+2,0.0,311.4,2129.0,célibataire,0.18,2024-09-10,8000.0,500.0
39.0,oui,master,0.0,144.7,2088.0,marié,0.92,2021-02-06,5000.0,500.0
56.0,non,master,3.0,183.3,3389.0,veuf,0.74,2021-07-18,4243.396000000001,500.0
41.0,non,doctorat,1.0,409.4,1535.0,veuf,0.57,2020-10-11,10000.0,11923.460623277217
67.0,oui,aucun,3.0,53.5,2231.0,veuf,0.93,2020-08-06,899.82,500.0
43.0,non,bac,1.0,359.7,4181.0,veuf,0.35,2022-06-07,566.63,500.0
26.0,non,doctorat,0.0,484.5,3302.0,célibataire,0.02,2024-04-03,1173.18,500.0
62.0,oui,master,3.0,346.4,2943.0,veuf,0.49,2023-02-09,10000.0,27965.9432467882
39.0,non,doctorat,2.0,106.1,1592.0,veuf,0.18,2023-05-03,5000.0,3059.808321633036
25.0,oui,bac,0.0,250.0,823.0,célibataire,0.18,2021-07-03,8000.0,8899.756007617267
75.0,non,doctorat,2.0,243.7,1132.0,célibataire,0.33,2023-12-05,6241.21,12315.732145524287
62.0,oui,bac+2,2.0,184.6,1152.0,divorcé,0.24,2023-12-27,1225.25,500.0
38.0,non,master,4.0,273.8,1962.0,célibataire,0.07,2022-09-30,5000.0,22457.588051445546
36.0,oui,bac+2,4.0,173.6,3385.0,veuf,0.48,2022-02-16,10000.0,6090.780425188431
59.0,non,aucun,1.0,345.4,3397.0,célibataire,0.95,2022-12-02,4207.36,500.0
19.0,oui,doctorat,1.0,57.2,2641.0,marié,0.44,2020-01-29,10000.0,4989.175633207037
70.0,oui,bac+2,-2.0,316.2,3393.0,divorcé,0.64,2025-02-25,10000.0,500.0
51.0,oui,bac+2,5.0,266.1,2347.0,divorcé,0.83,2022-03-30,5000.0,10162.255467232544
75.0,non,aucun,1.0,76.3,1979.0,marié,0.17,2020-07-25,991.92,500.0
60.0,oui,master,3.0,454.3,2922.0,marié,0.29,2022-02-24,884.6,32915.55314275857
61.0,oui,aucun,0.0,224.0,2389.0,célibataire,0.68,2024-03-12,5000.0,500.0
36.0,oui,doctorat,5.0,183.0,2403.0,célibataire,0.82,2024-07-23,3432.636,19249.044580092504
44.0,non,bac,0.0,204.0,869.0,célibataire,0.93,2022-05-22,10000.0,500.0
39.0,non,bac,0.0,196.1,4228.0,divorcé,0.63,2023-02-05,730.23,27249.21434434106
47.0,oui,doctorat,1.0,364.1,3288.0,veuf,0.18,2022-09-01,473.86,9993.643493478468
65.0,oui,doctorat,0.0,235.3,1549.0,marié,0.28,2020-06-11,9000.0,12021.190189928564
72.0,oui,master,3.0,130.6,3680.0,divorcé,0.8,2021-01-29,689.33,8834.970527596277
62.0,non,master,3.0,281.7,3958.0,veuf,0.78,2022-08-07,5000.0,500.0
53.0,oui,master,2.0,255.0,819.0,veuf,0.68,2022-01-23,1045.54,500.0
55.0,non,bac,5.0,72.7,1426.0,veuf,0.94,2024-03-04,10000.0,15300.48399994565
70.0,oui,aucun,0.0,293.5,2258.0,célibataire,0.01,2023-02-01,4122.3279999999995,500.0
66.0,oui,aucun,1.0,333.2,2592.0,veuf,0.43,2020-10-16,5000.0,500.0
53.0,non,master,3.0,169.7,1706.0,marié,0.5,2023-03-10,10000.0,500.0
64.0,non,bac,0.0,302.5,3893.0,veuf,0.85,2023-10-25,5000.0,500.0
52.0,oui,master,3.0,414.4,1061.0,marié,0.49,2022-03-26,4414.17,22120.572770436083
63.0,non,doctorat,1.0,303.2,1972.0,veuf,0.81,2021-09-17,5000.0,13813.401395801417
48.0,oui,bac+2,1.0,249.1,3718.0,divorcé,0.94,2024-10-07,4249.736,24626.54352145576
31.0,oui,bac+2,1.0,178.2,3548.0,célibataire,0.5,2024-06-28,9000.0,32236.6807418404
40.0,oui,bac+2,2.0,293.9,2164.0,célibataire,0.09,2021-04-29,5000.0,3317.3254488158727
32.0,oui,master,2.0,168.2,500.0,veuf,0.01,2025-01-02,5000.0,500.0
70.0,oui,aucun,3.0,169.6,3167.0,veuf,0.48,2021-08-11,10000.0,26884.57001613465
66.0,oui,master,2.0,354.6,4259.0,marié,0.29,2021-04-21,6125.746,24828.752245553707
33.0,oui,aucun,2.0,107.3,500.0,divorcé,0.3,2024-10-01,5000.0,500.0
64.0,non,bac+2,2.0,220.1,1954.0,marié,0.67,2021-05-26,10000.0,9678.58014651794
24.0,oui,doctorat,3.0,324.0,1801.0,marié,0.8,2021-06-13,5000.0,500.0
71.0,non,bac,3.0,445.2,500.0,marié,0.52,2021-01-06,615.65,500.0
71.0,non,aucun,1.0,186.2,1803.0,divorcé,0.3,2020-11-20,2462.512,500.0
34.0,non,bac+2,3.0,183.8,897.0,veuf,0.48,2021-03-02,10000.0,4520.506354956131
35.0,non,doctorat,0.0,429.7,2723.0,marié,0.65,2023-05-03,5000.0,13786.883105494668
30.0,non,bac+2,2.0,459.0,821.0,divorcé,0.35,2022-05-02,10000.0,500.0
63.0,non,aucun,0.0,194.7,2566.0,veuf,0.35,2024-05-19,4244.9580000000005,500.0
56.0,oui,bac+2,3.0,271.2,2087.0,veuf,0.07,2025-05-03,5000.0,13748.903876883582
67.0,non,aucun,1.0,156.3,4070.0,marié,0.26,2020-08-03,5000.0,500.0
35.0,non,master,0.0,154.6,2435.0,divorcé,0.95,2023-09-10,5000.0,5912.492581135138
29.0,non,bac+2,3.0,362.7,3633.0,divorcé,0.16,2022-04-13,1451.62,20521.947068923502
51.0,non,doctorat,1.0,144.1,1244.0,marié,0.63,2025-05-24,10000.0,7490.366408936411
61.0,oui,bac,1.0,235.3,1732.0,divorcé,0.41,2023-05-08,713.64,500.0
65.0,non,doctorat,1.0,228.0,1944.0,veuf,0.1,2021-06-18,192.05,18940.776642939378
26.0,oui,doctorat,0.0,310.7,5690.0,veuf,0.85,2021-09-07,7125.745999999999,3616.424194140886
58.0,oui,bac,1.0,244.7,2998.0,veuf,0.98,2025-01-05,439.52,5034.741909907433
71.0,non,bac+2,3.0,135.3,1845.0,marié,0.59,2022-08-21,10000.0,500.0
30.0,non,master,0.0,145.2,1786.0,veuf,0.16,2023-09-01,5000.0,500.0
51.0,non,bac+2,2.0,115.8,1739.0,célibataire,0.98,2025-03-26,497.62,500.0
63.0,non,bac,3.0,118.9,2685.0,veuf,0.87,2022-09-23,6364.584,500.0
36.0,oui,master,0.0,398.3,1669.0,célibataire,0.35,2021-05-16,4156.036,500.0
49.0,non,master,1.0,261.4,3643.0,divorcé,0.1,2024-08-10,5000.0,500.0
57.0,oui,doctorat,0.0,83.4,2740.0,marié,0.88,2023-12-04,989.26,500.0
74.0,oui,bac,1.0,299.8,2031.0,veuf,0.21,2020-06-22,642.2,11972.120859984405
36.0,non,doctorat,1.0,379.4,1272.0,veuf,0.36,2022-10-16,813.6,1227.5865534500588
70.0,non,master,0.0,252.5,1663.0,marié,0.85,2021-06-05,149.76,500.0
59.0,oui,doctorat,0.0,402.5,2624.0,veuf,0.11,2021-11-03,891.78,23221.399167472908
71.0,oui,master,4.0,157.7,2408.0,veuf,0.9,2021-11-28,10000.0,2205.920199980802
25.0,oui,aucun,0.0,316.5,3476.0,divorcé,0.45,2023-08-10,5340.91,500.0
45.0,oui,doctorat,3.0,150.4,1862.0,veuf,0.14,2021-02-07,5000.0,14755.631019603068
41.0,non,doctorat,5.0,301.0,894.0,marié,0.72,2020-03-07,586.23,500.0
38.0,non,doctorat,3.0,217.6,4234.0,veuf,0.15,2021-02-26,943.87,32022.80586013726
31.0,non,bac,2.0,384.5,2151.0,marié,0.72,2021-03-16,512.31,500.0
74.0,non,bac+2,1.0,447.9,2307.0,veuf,0.64,2023-11-26,5000.0,28797.33435640461
49.0,non,bac+2,2.0,310.4,5697.0,divorcé,0.27,2024-03-26,1040.44,7670.734721034788
58.0,oui,bac+2,0.0,97.0,500.0,veuf,0.06,2024-04-08,10000.0,500.0
20.0,non,bac,3.0,264.8,3706.0,divorcé,0.68,2021-10-28,705.01,3004.23131137457
37.0,non,master,0.0,311.7,1876.0,veuf,0.39,2023-04-14,617.33,500.0
48.0,non,master,1.0,247.9,500.0,veuf,0.68,2020-02-21,718.43,500.0
58.0,non,master,0.0,221.3,3507.0,veuf,0.97,2025-03-05,10000.0,500.0
43.0,non,aucun,1.0,91.3,1519.0,veuf,0.32,2024-02-26,10000.0,500.0
22.0,oui,bac+2,0.0,305.3,3232.0,veuf,0.71,2020-11-14,5000.0,500.0
64.0,oui,bac,3.0,253.8,2168.0,divorcé,0.34,2022-02-17,10000.0,4384.468242359337
28.0,oui,bac,1.0,385.7,1940.0,célibataire,0.91,2022-09-15,895.6,500.0
66.0,non,doctorat,3.0,375.9,1811.0,marié,0.1,2021-01-11,10000.0,1455.6071017893228
23.0,oui,bac,4.0,181.2,3868.0,célibataire,0.44,2020-07-17,6197.668,6554.989951288089
60.0,non,aucun,4.0,258.5,2294.0,célibataire,0.67,2024-10-01,911.96,500.0
46.0,non,master,2.0,342.3,4762.0,divorcé,0.2,2024-09-14,933.72,1367.3401133114949
62.0,non,bac,-1.0,360.6,3115.0,divorcé,0.51,2021-05-02,5149.364,500.0
20.0,oui,master,0.0,387.0,4195.0,marié,0.9,2023-12-14,4407.192,500.0
56.0,oui,bac,0.0,147.4,2280.0,célibataire,0.03,2024-01-07,10000.0,500.0
49.0,non,bac+2,0.0,343.2,823.0,marié,0.21,2022-11-16,10000.0,500.0
40.0,oui,bac,3.0,304.0,2838.0,marié,0.62,2022-02-17,10000.0,6464.461322296894
24.0,non,aucun,3.0,238.7,1633.0,marié,0.48,2021-03-02,10000.0,500.0
46.0,oui,doctorat,2.0,386.2,2897.0,veuf,0.52,2022-08-18,10000.0,28938.94641199485
39.0,oui,bac+2,3.0,170.0,3255.0,divorcé,0.25,2021-05-12,10000.0,33480.26152348707
43.0,oui,aucun,2.0,227.8,892.0,célibataire,0.74,2023-01-26,8000.0,500.0
44.0,oui,bac,2.0,356.6,2608.0,veuf,0.53,2021-05-02,10000.0,17932.144338191676
33.0,non,aucun,3.0,-11.6,500.0,divorcé,0.63,2021-11-15,5210.062,500.0
68.0,oui,bac+2,2.0,165.8,1896.0,divorcé,0.87,2021-11-15,4213.866,500.0
26.0,non,bac+2,5.0,185.3,1350.0,veuf,0.15,2024-03-27,5000.0,500.0
60.0,non,master,2.0,229.9,4710.0,veuf,0.65,2021-06-05,821.88,19274.646585485003
33.0,oui,bac+2,3.0,189.4,3698.0,divorcé,0.51,2024-10-25,800.64,27889.801721979256
33.0,oui,bac+2,1.0,151.5,2798.0,veuf,0.18,2020-05-11,1003.98,15495.233143189393
51.0,non,master,-1.0,162.3,3125.0,veuf,0.59,2020-09-08,5000.0,7835.7390824475215
72.0,oui,bac+2,0.0,229.0,3817.0,veuf,0.53,2023-09-03,10000.0,21947.05016141903
47.0,non,bac+2,1.0,217.0,2035.0,veuf,0.56,2021-07-31,5000.0,500.0
71.0,non,aucun,2.0,89.5,1970.0,célibataire,0.03,2023-01-08,280.5,500.0
37.0,non,master,2.0,163.6,2564.0,veuf,0.47,2025-04-09,10000.0,500.0
49.0,non,aucun,0.0,336.7,3606.0,divorcé,0.02,2020-12-04,6132.9839999999995,500.0
29.0,non,bac+2,0.0,400.3,778.0,veuf,0.26,2020-10-27,837.7,500.0
21.0,oui,doctorat,2.0,343.9,2921.0,célibataire,0.75,2021-11-18,5000.0,29633.40365432219
42.0,non,master,2.0,281.5,846.0,veuf,0.31,2022-04-01,5000.0,7445.104025348265
60.0,oui,master,0.0,296.1,3764.0,divorcé,0.6,2021-05-03,5000.0,13743.251540246923
49.0,non,master,0.0,86.2,1573.0,veuf,0.88,2021-05-31,6212.474,500.0
49.0,non,aucun,2.0,233.7,2067.0,marié,0.49,2023-06-16,5000.0,500.0
38.0,non,master,3.0,274.5,2296.0,divorcé,0.83,2023-11-28,5000.0,11728.33231666558
27.0,non,bac,3.0,233.2,2495.0,célibataire,0.52,2023-10-09,7000.0,500.0
54.0,non,bac,3.0,249.5,2402.0,marié,0.6,2024-05-20,1054.28,500.0
44.0,non,doctorat,2.0,177.7,619.0,célibataire,0.41,2025-01-04,10000.0,8881.94832590134
24.0,oui,master,1.0,111.4,3048.0,marié,0.66,2023-09-18,10000.0,500.0
74.0,oui,bac,5.0,205.4,3294.0,célibataire,0.82,2021-03-09,6101.005999999999,500.0
37.0,non,bac,2.0,264.5,3001.0,veuf,0.2,2021-12-25,366.34,21032.75138714783
30.0,oui,bac,2.0,66.7,916.0,veuf,0.09,2022-11-15,5000.0,500.0
74.0,non,master,1.0,334.0,3321.0,divorcé,0.96,2021-07-29,5000.0,6531.549995136174
22.0,oui,doctorat,2.0,273.2,3843.0,marié,0.01,2022-05-25,10000.0,26761.175676507217
74.0,non,doctorat,1.0,318.8,1222.0,veuf,0.13,2022-10-12,8029.728,500.0
29.0,non,master,0.0,257.8,2064.0,veuf,0.14,2024-09-08,10000.0,5421.201026192539
36.0,oui,master,1.0,243.8,1003.0,marié,0.45,2025-01-21,672.8,13754.324501760526
61.0,non,master,3.0,208.2,2178.0,divorcé,0.81,2020-10-05,10000.0,28700.048337846136
72.0,oui,bac,1.0,192.6,500.0,célibataire,0.82,2020-07-21,627.1,500.0
65.0,oui,aucun,0.0,310.1,3929.0,marié,0.07,2020-04-28,6265.68,500.0
22.0,non,bac,0.0,243.2,801.0,marié,0.26,2024-05-18,841.41,500.0
64.0,non,bac+2,1.0,395.9,2663.0,veuf,0.33,2022-01-15,528.2,500.0
47.0,non,aucun,4.0,244.5,500.0,veuf,0.72,2024-10-18,5000.0,500.0
29.0,oui,bac,0.0,311.6,3880.0,divorcé,0.15,2024-12-20,1110.99,16147.762123160155
51.0,oui,master,0.0,298.1,2096.0,marié,0.57,2023-09-01,10000.0,500.0
21.0,oui,bac,1.0,203.6,1902.0,divorcé,0.41,2020-04-15,8000.0,1302.1674572219597
63.0,oui,bac+2,3.0,301.7,1370.0,veuf,0.19,2024-03-19,668.21,500.0
30.0,non,master,2.0,154.8,2150.0,divorcé,0.23,2023-05-02,537.85,19532.477207026568
60.0,non,master,3.0,166.9,2516.0,célibataire,0.7,2024-02-25,10000.0,4345.571587626665
56.0,non,doctorat,2.0,274.8,500.0,veuf,0.02,2025-01-05,5000.0,500.0
40.0,non,doctorat,4.0,183.3,2736.0,veuf,0.48,2024-06-24,10000.0,9875.353880269147
65.0,oui,master,2.0,202.3,2486.0,marié,0.24,2020-11-25,1158.3,500.0
24.0,non,bac+2,3.0,54.5,1169.0,divorcé,0.24,2023-08-23,10000.0,500.0
71.0,non,master,3.0,244.1,2972.0,veuf,0.23,2023-08-29,10000.0,20023.02148868611
32.0,oui,bac+2,3.0,492.3,4641.0,veuf,0.12,2020-08-14,5000.0,11725.634435967087
29.0,oui,bac,1.0,314.2,2583.0,divorcé,0.88,2021-07-24,5000.0,500.0
37.0,non,bac,4.0,330.4,500.0,veuf,0.63,2024-03-03,6125.746,685.615805836328
29.0,oui,doctorat,2.0,298.4,3363.0,veuf,0.09,2022-06-07,5254.604,18241.82410718936
32.0,non,bac+2,1.0,242.2,2237.0,divorcé,0.53,2023-09-18,5000.0,500.0
62.0,non,aucun,4.0,259.4,3555.0,divorcé,0.58,2023-11-13,9000.0,28602.213598598824
51.0,oui,bac+2,1.0,375.2,1300.0,veuf,0.9,2023-11-30,7125.745999999999,743.5549959593359
31.0,oui,bac,3.0,296.2,4101.0,veuf,0.12,2020-02-23,10000.0,28225.122151950512
53.0,non,aucun,2.0,344.7,677.0,marié,0.64,2020-04-19,5184.11,500.0
69.0,oui,aucun,1.0,365.8,960.0,célibataire,0.8,2022-01-09,8000.0,500.0
29.0,non,aucun,1.0,109.4,1822.0,veuf,0.33,2021-11-14,5000.0,500.0
54.0,oui,aucun,2.0,84.2,3766.0,veuf,0.19,2023-01-07,339.65,500.0
58.0,non,bac+2,3.0,236.9,2564.0,veuf,0.11,2025-01-13,10000.0,19920.19056127024
54.0,non,bac,1.0,388.1,2461.0,veuf,0.68,2023-02-20,10000.0,3256.969777980604
37.0,oui,aucun,1.0,217.2,3359.0,veuf,0.81,2024-10-03,6399.683999999999,500.0
48.0,non,aucun,3.0,271.5,1151.0,veuf,0.15,2022-05-03,5000.0,500.0
72.0,non,bac,0.0,233.0,2827.0,célibataire,0.37,2023-08-21,7240.9839999999995,9593.791618959578
51.0,non,bac+2,3.0,152.3,2125.0,divorcé,0.39,2021-07-17,10000.0,7909.537751233449
53.0,non,doctorat,1.0,342.4,824.0,divorcé,0.19,2025-06-04,5000.0,1343.5397259550882
32.0,oui,aucun,2.0,344.7,3899.0,veuf,0.87,2023-02-26,5000.0,5347.04976559456
38.0,oui,master,1.0,101.2,1970.0,divorcé,0.24,2020-05-17,915.57,12943.575652546377
42.0,oui,doctorat,3.0,322.5,1224.0,célibataire,0.74,2021-09-16,5000.0,19823.85117179108
18.0,non,master,2.0,278.7,3163.0,veuf,0.3,2021-07-12,5165.505999999999,500.0
53.0,non,bac+2,3.0,302.3,500.0,veuf,0.25,2020-09-12,5000.0,500.0
57.0,non,doctorat,5.0,308.5,3124.0,divorcé,0.73,2020-12-22,10000.0,33235.714902235435
19.0,non,bac,-1.0,470.8,2080.0,veuf,0.17,2023-12-06,1192.6,500.0
